2025-04-13 01:57:02.427759,6.45090209113227,-317.45452880859375,-487.8065586090088,-723.8062620162964,-941.3676738739014,-1146.3210582733154,-1328.1909942626953,-2377032.354436065,-3975474.740706495,-3976412.6005480113,-3975474.740706495,-3977350.668234487,-3977350.668234487,-10.588778495788574,24.836249876022407
2025-04-13 01:57:02.925695,6.247223748101129,-406.0906648635864,-530.6552767753601,-780.9220790863037,-986.3493919372559,-1182.3916912078857,-1358.289384841919,-2799411.5926829064,-3975474.740706495,-3976412.6005480113,-3977350.668234487,-3977350.668234487,-3977350.668234487,-10.588778495788574,24.836249876022407
2025-04-13 01:57:03.476294,6.3666211234198675,-247.493577003479,-442.7774906158447,-652.5181531906128,-880.9340000152588,-1061.0502004623413,-1259.6046924591064,-1599346.5650460634,-3548158.477535161,-3977350.668234487,-3977350.668234487,-3976412.6005480113,-3977350.668234487,-10.589095115661621,24.836249876022407
2025-04-13 01:57:03.917254,6.4860184987386065,-246.40340209007263,-441.59252643585205,-650.6695747375488,-879.227614402771,-1059.1542720794678,-1257.8508853912354,-1583709.5752538347,-3497074.207285107,-3975474.740706495,-3976412.6005480113,-3977350.668234487,-3977350.668234487,-10.589095115661621,24.836249876022407
2025-04-13 01:57:04.451910,6.45090209113227,-246.5455949306488,-441.6399121284485,-650.574803352356,-879.3223857879639,-1059.1542720794678,-1258.1352710723877,-1587129.1376691042,-3521272.5690553226,-3975474.7114426885,-3977350.6389706805,-3976412.5712842047,-3977350.6389706805,-10.588778495788574,24.865513682365474
2025-04-13 01:57:04.955869,6.556252638498942,-245.21842002868652,-439.980947971344,-648.726224899292,-877.2368431091309,-1056.6420793533325,-1255.3861141204834,-1561863.8590846274,-3457369.574310477,-3975474.740706495,-3977350.668234487,-3977350.668234487,-3977350.668234487,-10.588778495788574,24.836249876022407
2025-04-13 01:57:05.394297,6.507088078392877,-245.55020928382874,-440.597140789032,-648.963189125061,-877.5212287902832,-1056.831693649292,-1255.6231498718262,-1562986.05880021,-3452434.2266141353,-3974534.2561997445,-3976412.6005480113,-3976412.6005480113,-3977350.668234487,-10.588778495788574,24.836249876022407
2025-04-13 01:57:05.911515,6.457924842834473,-246.82998061180115,-441.3081407546997,-650.0059604644775,-878.3270359039307,-1057.8270435333252,-1256.334114074707,-1568985.0220649175,-3467255.404298377,-3975474.740706495,-3976412.6005480113,-3977350.668234487,-3977350.668234487,-10.588462829589844,24.836249876022407
2025-04-13 01:57:06.411324,6.577322218153212,-244.93401646614075,-439.45956230163574,-648.110032081604,-876.52587890625,-1055.8836936950684,-1254.3907642364502,-1554030.9370218932,-3443409.65382268,-3976412.6005480113,-3977350.668234487,-3977350.668234487,-3976412.6005480113,-10.588778495788574,24.836249876022407
2025-04-13 01:57:06.926854,6.584346294403076,-245.21842002868652,-440.07575511932373,-648.6788034439087,-877.3316144943237,-1056.7842721939087,-1255.3861141204834,-1563733.9077580709,-3460661.0437619844,-3975474.740706495,-3977350.668234487,-3976412.6005480113,-3977350.668234487,-10.588778495788574,24.836249876022407
2025-04-13 01:57:07.442719,6.577322218153212,-245.1236128807068,-439.7439479827881,-648.5366106033325,-876.9998788833618,-1056.4998865127563,-1255.0543785095215,-1560742.4447663466,-3453257.5010430524,-3976412.542020398,-3977350.609706874,-3977350.609706874,-3976412.542020398,-10.588778495788574,24.89477748870854
2025-04-13 01:57:07.955651,6.605415874057346,-245.1236128807068,-439.7913694381714,-648.4891891479492,-876.762843132019,-1056.3103437423706,-1255.007028579712,-1559247.9229980733,-3440131.3059871,-3975474.740706495,-3977350.668234487,-3976412.6005480113,-3977350.668234487,-10.588778495788574,24.836249876022407
2025-04-13 01:57:08.393409,6.563275390201145,-245.17101645469666,-439.7439479827881,-648.3944177627563,-876.762843132019,-1056.3103437423706,-1254.8173427581787,-1558501.1952441537,-3428687.82568008,-3976412.6005480113,-3977350.668234487,-3977350.668234487,-3976412.6005480113,-10.588778495788574,24.836249876022407
2025-04-13 01:57:08.911901,6.556252638498942,-245.17101645469666,-439.7439479827881,-648.2048034667969,-876.7154216766357,-1056.215500831604,-1254.7226428985596,-1557009.9300411793,-3449970.2440654924,-3975474.682178882,-3976412.542020398,-3976412.542020398,-3976412.542020398,-10.588778495788574,24.89477748870854
2025-04-13 01:57:09.441258,6.570299466451009,-245.31320929527283,-440.17056226730347,-648.7735748291016,-877.3316144943237,-1056.6895008087158,-1255.3861141204834,-1560742.5032939592,-3453257.5595706655,-3976412.6005480113,-3976412.6005480113,-3976412.6005480113,-3977350.668234487,-10.589095115661621,24.836249876022407
2025-04-13 01:57:09.980737,6.605415874057346,-244.83922719955444,-439.50698375701904,-647.9678392410278,-876.3362646102905,-1055.8363437652588,-1254.4381141662598,-1554775.3908783114,-3444228.4383000694,-3976412.5712842047,-3976412.5712842047,-3976412.5712842047,-3975474.7114426885,-10.589095115661621,24.865513682365474
2025-04-13 01:57:10.394599,6.675650013817681,-244.3178415298462,-438.84336948394775,-647.1620321273804,-875.5304574966431,-1054.8409223556519,-1253.6798000335693,-1548091.8369640308,-3422977.176157199,-3977350.6389706805,-3975474.7114426885,-3977350.6389706805,-3978291.749525916,-10.589095115661621,24.865513682365474
2025-04-13 01:57:10.944011,6.703743669721815,-243.84384155273438,-438.22721242904663,-646.3562250137329,-874.677300453186,-1053.7981510162354,-1252.3525714874268,-1538122.998135301,-3410774.103377438,-3975474.740706495,-3976412.6005480113,-3977350.668234487,-3976412.6005480113,-10.588778495788574,24.836249876022407
2025-04-13 01:57:11.482953,6.696719593471951,-244.17564868927002,-438.511598110199,-647.0672607421875,-875.1038789749146,-1054.6039581298828,-1253.1110286712646,-1547350.7388960707,-3436041.245370413,-3975474.740706495,-3977350.668234487,-3977350.668234487,-3976412.6005480113,-10.589095115661621,24.836249876022407
2025-04-13 01:57:11.913239,6.710766421424018,-243.98605227470398,-438.3219838142395,-646.5458393096924,-874.8194932937622,-1054.3195724487305,-1252.7791500091553,-1544391.036243056,-3424608.210035039,-3975474.7114426885,-3977350.6389706805,-3977350.6389706805,-3977350.6389706805,-10.589095115661621,24.865513682365474
2025-04-13 01:57:12.441866,6.7177904976738825,-243.84384155273438,-438.3219838142395,-646.4510679244995,-874.7720718383789,-1054.129958152771,-1252.9213428497314,-1544021.9716611677,-3422977.2346958504,-3975474.76998134,-3975474.76998134,-3976412.6298228563,-3976412.6298228563,-10.588778495788574,24.80697503089914
2025-04-13 01:57:12.978635,6.738860077328152,-243.84384155273438,-438.27459812164307,-646.4510679244995,-874.7720718383789,-1054.0351867675781,-1252.7318000793457,-1542175.487971545,-3412399.6072844574,-3976412.6005480113,-3977350.668234487,-3976412.6005480113,-3977350.668234487,-10.588778495788574,24.836249876022407
