08:41:16,213.8,714.1,433.5,125.7,-144.1
08:41:16,213.8,714.1,433.5,125.7,-144.1
08:41:16,213.8,714.1,433.5,125.7,-144.1
08:41:16,213.8,714.1,433.5,125.7,-144.1
08:41:16,213.8,714.1,433.5,125.7,-144.1
08:41:16,213.8,714.1,433.5,125.7,-144.1
08:41:16,213.8,714.1,433.5,125.7,-144.1
08:41:16,213.8,714.1,433.5,125.7,-144.1
08:41:16,213.8,714.1,433.5,125.7,-144.1
08:41:16,213.8,714.1,433.5,125.7,-144.1
08:41:16,213.8,714.1,433.5,125.7,-144.1
08:41:16,213.8,714.1,433.5,125.7,-144.1
08:41:16,213.8,714.1,433.5,125.7,-144.1
08:41:16,213.8,714.1,433.5,125.7,-144.1
08:41:16,213.8,714.1,433.5,125.7,-144.1
08:41:16,50.11,45.96,-46.19,-250.6,-456.3
08:41:16,50.11,45.96,-46.19,-250.6,-456.3
08:41:16,50.11,45.96,-46.19,-250.6,-456.3
08:41:16,50.11,45.96,-46.19,-250.6,-456.3
08:41:16,50.11,45.96,-46.19,-250.6,-456.3
08:41:16,50.11,45.96,-46.19,-250.6,-456.3
08:41:16,50.11,45.96,-46.19,-250.6,-456.3
08:41:16,50.11,45.96,-46.19,-250.6,-456.3
08:41:16,50.11,45.96,-46.19,-250.6,-456.3
08:41:16,50.11,45.96,-46.19,-250.6,-456.3
08:41:16,50.11,45.96,-46.19,-250.6,-456.3
08:41:16,50.11,45.96,-46.19,-250.6,-456.3
08:41:16,50.11,45.96,-46.19,-250.6,-456.3
08:41:16,50.11,45.96,-46.19,-250.6,-456.3
08:41:16,50.11,45.96,-46.19,-250.6,-456.3
08:41:16,16.97,-172.5,-306.6,-505.2,-704.9
08:41:16,16.97,-172.5,-306.6,-505.2,-704.9
08:41:16,16.97,-172.5,-306.6,-505.2,-704.9
08:41:16,16.97,-172.5,-306.6,-505.2,-704.9
08:41:16,16.97,-172.5,-306.6,-505.2,-704.9
08:41:16,16.97,-172.5,-306.6,-505.2,-704.9
08:41:16,16.97,-172.5,-306.6,-505.2,-704.9
08:41:16,16.97,-172.5,-306.6,-505.2,-704.9
08:41:16,16.97,-172.5,-306.6,-505.2,-704.9
08:41:16,16.97,-172.5,-306.6,-505.2,-704.9
08:41:16,16.97,-172.5,-306.6,-505.2,-704.9
08:41:16,16.97,-172.5,-306.6,-505.2,-704.9
08:41:16,16.97,-172.5,-306.6,-505.2,-704.9
08:41:16,16.97,-172.5,-306.6,-505.2,-704.9
08:41:16,16.97,-172.5,-306.6,-505.2,-704.9
08:41:16,10.23,-226.5,-398.0,-605.2,-818.0
08:41:16,10.23,-226.5,-398.0,-605.2,-818.0
08:41:16,10.23,-226.5,-398.0,-605.2,-818.0
08:41:16,10.23,-226.5,-398.0,-605.2,-818.0
08:41:16,10.23,-226.5,-398.0,-605.2,-818.0
08:41:16,10.23,-226.5,-398.0,-605.2,-818.0
08:41:16,10.23,-226.5,-398.0,-605.2,-818.0
08:41:16,10.23,-226.5,-398.0,-605.2,-818.0
08:41:16,10.23,-226.5,-398.0,-605.2,-818.0
08:41:16,10.23,-226.5,-398.0,-605.2,-818.0
08:41:16,10.23,-226.5,-398.0,-605.2,-818.0
08:41:16,10.23,-226.5,-398.0,-605.2,-818.0
08:41:16,10.23,-226.5,-398.0,-605.2,-818.0
08:41:16,10.23,-226.5,-398.0,-605.2,-818.0
08:41:16,10.23,-226.5,-398.0,-605.2,-818.0
08:41:16,8.86,-237.7,-424.8,-635.5,-858.4
08:41:16,8.86,-237.7,-424.8,-635.5,-858.4
08:41:16,8.86,-237.7,-424.8,-635.5,-858.4
08:41:16,8.86,-237.7,-424.8,-635.5,-858.4
08:41:16,8.86,-237.7,-424.8,-635.5,-858.4
08:41:16,8.86,-237.7,-424.8,-635.5,-858.4
08:41:16,8.86,-237.7,-424.8,-635.5,-858.4
08:41:16,8.86,-237.7,-424.8,-635.5,-858.4
08:41:16,8.86,-237.7,-424.8,-635.5,-858.4
08:41:16,8.86,-237.7,-424.8,-635.5,-858.4
08:41:16,8.86,-237.7,-424.8,-635.5,-858.4
08:41:16,8.86,-237.7,-424.8,-635.5,-858.4
08:41:16,8.86,-237.7,-424.8,-635.5,-858.4
08:41:16,8.86,-237.7,-424.8,-635.5,-858.4
08:41:16,8.86,-237.7,-424.8,-635.5,-858.4
08:41:16,8.537,-240.4,-432.5,-644.4,-871.6
08:41:16,8.537,-240.4,-432.5,-644.4,-871.6
